QID1	Position	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Comments	Gender	LGBTQ	UnderRep	Black	Asian	LatinX	MiddleEast	Native	HawaiiPI	White	Other	Ethnicity.text	Disability	Military	Academic_Class	Staff_wStudents	Faculty_rank	Faculty_appoint	Gender.exp	LGBTQ.text	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q19_1	Q19_4	Q19_5	Q19_6	Q19_7	Q19_8	Q19_9	Q19_10	Q19_11	Q19_12	Q19_13	Q19_14	Disability.text	role		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	3	1	3	2	1	1	4	2	3	2	3	4	4	5	1	2		3	Cockrell’s history of promoting the white male voice has been a tale as old as time. I have been continuously mocked and harassed by numerous professors who don’t even bother to know how to pronounce my name for speaking up on other students behalf or calling them out on their unfair tactics	Cisgender Woman*	No	Yes	1	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	4	4	3	3	3	3	3	4	3	3	3	4	5	4	5			"I can say that the staff here at the PRC campus, feel left out, from the dept. on main campus.. when awards are given, it always seems that the recipients are the ones from main campus and not from our building.
also, a person can work their heart out, in our dept, at MRC and no gratitude is shown.  I am assuming that in past years, heads of departments received good pay raises, but the admin staff received their 1% if lucky.
what is the incentive for people to do their jobs, meet deadlines, when no gratitude is show by the higher ups.. it is dishearting..."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	3	5	5	5	5	5	4	4	5	5	3	5	5	5	5	5		5		"There are unwritten rules in the School that are communicated to employees, graduate students, or applicants when the School wants to stick by those rules (e.g. to negotiate salaries or promotion/tenure expectations).  But when a hiring committee or admissions committee wants to break those rules, they are free to do so.  The School should make it a point to write down any policies and be held to those policies.  Communicating unwritten rules to members of the community will only continue to cause resentment and potential legal repercussions."				0	0	0	0	0	0	0	FALSE																												Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	2			5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	2	2	4	4	4	3	3	2	4	4	2	4	5	2	4		4		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	4	4	4	4	4	4	4	4	4	4	3	4	4	5	4		5			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	2	2	1	3	5	2	5	1	5	2	4	2	4	5	1	4			"CSE dean's office interactions are different from interactions within departments/ORUs. Thus, our feelings towards those relationships are different and the questions should reflect that."	Cisgender Woman*	No	No	0	0	0	0	0	0	0	TRUE	prefer not to answer	"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	5	4	4	3	3	4	4	4	4	4	4			3		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	3	3	4	3	3	4	4	4	2	3	1	4	4		3		Cisgender Man*	No	No	0	0	0	0	1	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	3	4	5	3	3	4	4	4	4	5	4	4	5		3		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	2	3	4	5	4	3	3	4	4	4	2	4	3		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	4	3	3	4	4	4	4	3	4	4	4	4	4	3	3		3			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	5	4	4	4	5	4	4	3	3	4	4	5		4	"I definitely feel respected by the faculty in the Cockrell School. It does sometimes feel like liberal political opinions are well accepted while conservative opinions are shunned. As someone who is more moderate, the imbalance is irksome."	Cisgender Man*	No	No	0	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	2	2	3	3	4	3	4	4	4	4	4	4	4	4	4		4		Cisgender Man*	No	No	0	0	0	1	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	4	4	4	4	3	4	4	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	2	2	5	4	4	4	3	4	4	5	5	5	5	3	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government		Yes																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	4	5	5	5	5	5	5	5	4	5	4	4	5	5		5			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	5	3	3	4	3	3	3	4	2	4	3	4	2	4		5		Cisgender Man*	No	No	0	1	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	4	3	5	3	3	5	3	5	4	5	3	5	5	3		5			Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	4	5	5	3	3	4	3	5	2	3	3	3	4	4	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	5	5	4	4	5	4	3	2	4	3	4	5	5	5		5	"I have full trust in the individual professors at Cockrell, but I have no trust that the administration is looking out for anything other than its own well being, no matter what that means for the students (ex. Not giving undergrads a break on tuition due to the pandemic because it may hurt the school in the long run)"	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	3	4	1	3	4		4	3	4	4	4	4				4	"Most faculty (my professors) are less than respectful to students in my experience. Many act stuck up and obviously view themselves as better than everybody else, including the students. Many don’t work collaboratively with their students, but rather view their students as underlings that use up their time because their research and their pride are more important."	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	3	3	3	3	4	3	4	4	3	5	3	3	4	3	5	3	5				Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5	My experiences at Cockrell school have been great for the most part.	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	5	4	4	4	3	3	3	4	4	3	5	2	5		5		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	3	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	3	2	4	4	4	4	3	4	4	4	4	3	4	5	3		5			Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5			I believe everyone has the same opportunities no matter their classification in society.	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	"I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard"		Yes																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	5	5	5	1	4	5			4	4	4	4	5	5	5				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	4	3	4	4	4	5	5	4	3	5	3	5	5	5			5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		5		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	5	4	5	5	5	5	5	5	2	4	3	5	4			5		"Whether someone ""looks like me"" in positions I aspire to hold in the school is not relevant.  Whether they are good fair-minded leaders, considerate colleagues, and excellent researchers is relevant.  ""It is a sordid business, this divvying us by race."" -- Supreme Court Chief Justice John Roberts."	Cisgender Man*	No	No	0	0	0	0	0	0	0	TRUE	"""It is a sordid business, this divvying us by race."" -- Supreme Court Chief Justice John Roberts."	"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	1	1	1	1	1	1	2	4	1	1	1	1	1	1	5	1		1		"Department Chairs, heads of important committees, associate deans, research leaders, etc., all seem to be chosen with the same racial profile. Likewise, they seem to be chosen because of their loyalty to the Dean and Provost. What ever happened to choosing leaders and representatives who are brilliant and creative thinkers despite their race and loyalty to the system? I think that the CSE is overdue for truly transformative leadership changes. Where is DEI in this process?"	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	2	2	2	2	2	3	4	4	2	4	1	3	3	3	3	4		1		Our department chair lacks integrity and is much more interested in their own success than the success of the faculty. Our department chair is the last person any of us would go to with a problem. It is best to keep problems a secret and try to solve them on your own because the chair (and to some extent the dean) prefer to eliminate people with problems rather than to be part of the solution.	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	3	5	4	2	4	5	4	5	2	5	3	4	5	5	5			"I don't believe most upper level Staff and most faculty have any idea about all we do in ESS. Students and families tell me that people don't listen to them, that they don't feel valued and heard until they have worked with me and others in my office. It makes me sad. I know others do good work, but many are stretched to thin and simply can't offer the assistance that is often needed or simply the ear to listen to their concerns. I also believe that often, when things are clearing being done by some people that are in violation of policy, there is a hesitation to simply STOP their actions. EX: Departments making their own rules about classes that are accepted for their degree, even though the University accepts them and their rules are not in the GIC or Catalog. Transparency and truth are the pillars of inclusion. I also really don't like being asked to donate to Cockrell or UT. Getting a 2% raise, or no merit increase at all is more than enough of a donation. I make choices to help individual students in need. Thank you for doing this survey."	Response not listed (you'll have a chance to specify later)	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	1	2	1	3	1	5	4	3	5	5	1	2	1	5	3		1		Unseen discrimination in faculties exists. A very disappointing feature at UT.	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served			Assistant	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	4	4	4	5	5	3	4	4	2	3	3	5	5	5		4	"The student body is very male and very white/asian I feel, especially compared to UT as a whole"	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	2	2	4	4	4	4	4	4	3	4	3	4	5	5	3		3		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	3	3	2	2	3	4	4	3	4	4	4	4	4	5	5	3		3		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5		5			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
