QID1,Position,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Comments,Gender,LGBTQ,UnderRep,Black,Asian,LatinX,MiddleEast,Native,HawaiiPI,White,Other,Ethnicity.text,Disability,Military,Academic_Class,Staff_wStudents,Faculty_rank,Faculty_appoint,Gender.exp,LGBTQ.text,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Disability.text,role,Filter?,Sexual Identity
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,#N/A,#N/A,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,Gay,5,5,5,5,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,4,4,3,4,3,3,3,4,2,2,3,4,5,1,4,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,5th+ year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,2,2,4,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,3,5,5,3,3,3,5,5,5,5,4,4,4,#N/A,4,#N/A,Nonbinary/Gender Non-Conforming,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,5,5,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,3,4,4,4,5,4,5,4,5,5,5,5,5,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,3,3,3,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,#N/A,4,#N/A,Cisgender Man*,Yes,No,0,0,0,1,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,2,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,4,2,1,1,2,1,4,3,1,1,2,2,2,5,1,#N/A,#N/A,1,#N/A,Cisgender Woman*,Yes,Yes,0,0,0,0,0,1,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,2,2,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,2,5,3,2,2,4,2,4,2,4,4,1,4,2,2,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,1,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,bi,4,4,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,3,3,4,4,4,4,5,4,4,4,5,4,4,4,4,#N/A,4,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,3,4,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",3,4,4,4,4,5,4,5,3,5,5,4,4,5,5,4,4,#N/A,#N/A,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,Gay,4,4,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2,3,#N/A,3,#N/A,Cisgender Woman*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,2,2,1,1,1,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"These ridiculous questions only serve to further infantilize students, faculty, and staff.  For the love of God, please stop mollycoddling us!!!!",Response not listed (you'll have a chance to specify later),"It's complicated, I'd like to expand further",Yes,1,1,1,1,1,1,0,FALSE,#N/A,"Yes, I have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,Why do you care?,1,1,1,1,1,Acquired/Traumatic Brain Injury,Attention Deficit/Hyperactivity Disorder,Asperger's/Autism Spectrum,Blind/Low Vision,Deaf/Hard of Hearing,Cognitive or Learning Disability,Chronic Illness/Medical Condition,Mental Health/Psychological Condition,Physical/Mobility condition that affects walking,Physical/Mobility condition that does not affect walking,Speech/Communication Condition,#N/A,#N/A,Staff,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,4,4,3,4,4,5,5,4,2,3,4,4,2,5,3,4,#N/A,3,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Asexual,3,3,1,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,4,3,4,5,5,2,3,5,4,5,3,3,5,5,4,#N/A,5,Mostly in my lab assignments do I find people who care less about their work more often.,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay and Polyamorous,3,3,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,2,4,4,4,4,2,3,2,3,3,2,4,5,3,3,#N/A,4,It’s easy to just feel like a number rather than someone important,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,1,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,#N/A,5,#N/A,Nonbinary/Gender Non-Conforming,Yes,Yes,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,3,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",1,1,1,1,1,3,5,5,3,5,1,2,1,3,5,1,1,#N/A,#N/A,"Please understand that I believe that CSE is generally inclusive. However,  I work at CII and it is has become an extremely toxic environment these days.  My supervisor (the Director) has been humiliating people and trying to get them to quit.  I am being targeted as are many others.  I have worked at UT nearly 25 years and have been given several opportunities over the years (in the past) and thought I would eventually retire from UT because I love working here.  

But now everything has changed.   Last year I was asked to do extra work (way above my pay grade in responsibilities and with many extra hours expected causing me to lose a lot of vacation time).  Many people have been leaving CII, so I thought I was being given an opportunity to move up.  I was told that the extra work would lead to a promotion to be an Associate Director in 2021. Now that I put in all the time and effort (and made $500,000 in grants for CII)  he has decided that he wants to get rid of many more people, including me.  

He is deliberately doing things that is causing CII to fail. I and several other CII staff want to tell this story to someone.  It is a crisis!  We do not know who to turn to for help.",Nonbinary/Gender Non-Conforming,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,"Bisexual, but it's kind of complicated",3,3,1,1,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,5,4,#N/A,5,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Asexual,3,3,2,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,5,4,4,4,5,3,4,4,3,5,4,5,5,4,#N/A,5,#N/A,Cisgender Man*,Yes,Yes,0,1,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,2,2,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,3,4,4,4,4,3,4,5,4,4,5,5,3,#N/A,3,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,5th+ year undergraduate,#N/A,#N/A,#N/A,#N/A,Asexual,4,3,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,#N/A,#N/A,Physical/Mobility condition that does not affect walking,#N/A,#N/A,#N/A,Undergraduate,FALSE,Asexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,2,1,1,2,1,1,1,1,5,1,1,2,2,5,1,2,#N/A,2,"As a person of extremely diverse background. The majority of all interactions I hold with staff/faculty/students in Cockrell have been completely disinterested in my actual value as a person. Classes have felt extremely robotic in every aspect since my first class here. The overall climate of Cockrell has always seemed hypocritical in that the slogan is ""You Belong Here"", but there is never any indication of who ""You"" is. The slogan can be said over and over but without actually speaking directly to minority students who the slogan was meant for, it means nothing. Professors/Faculty/The Majority of the Students who are WHITE lack any education on any racial/socio-economic disparities faced by minority identities within Cockrell and it truly forces us into our own bubble where trust is very low towards our peers. How can the slogan be ""You Belong Here"" if we do not feel comfortable anywhere but with each other?",Nonbinary/Gender Non-Conforming,Yes,Yes,0,0,0,0,0,1,0,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Queer,2,1,1,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,4,2,3,4,5,4,4,4,2,3,3,3,5,1,4,#N/A,4,"As a Black graduate student in Cockrell, I’d like to see more representation. Though I think the attention towards Diversity and Inclusion in the Cockrell School is long overdue, I am happy that the school is making strides to analyze and create lasting change. We need more activities for community building amongst graduate engineers. The social side of engineering is important and I’m happy to see groups like GUM gaining traction. I want to see more faculty that look like me.",Cisgender Man*,Yes,Yes,1,0,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,Bisexual,5,4,2,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,2,1,3,1,3,3,5,3,3,3,4,4,4,4,2,3,#N/A,2,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",2,4,2,3,2,1,2,3,1,4,2,3,2,2,4,3,1,#N/A,#N/A,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability","I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard",#N/A,Yes,#N/A,#N/A,#N/A,#N/A,2,2,1,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,3,5,5,5,3,#N/A,3,5,5,5,5,5,5,#N/A,#N/A,4,#N/A,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,4,3,3,4,4,4,4,5,4,4,5,4,4,5,5,4,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,4,4,3,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,4,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,2,4,4,4,4,3,4,5,5,5,5,4,#N/A,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,4,4,2,2,1,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,5,3,2,5,5,4,4,2,4,4,4,5,5,4,#N/A,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,3,3,3,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,3,4,3,4,3,2,4,4,4,5,2,3,#N/A,4,there are no out LGBTQ faculty that I know of,Nonbinary/Gender Non-Conforming,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual/asexual,2,3,1,2,5,#N/A,Attention Deficit/Hyperactivity Disorder,Asperger's/Autism Spectrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",3,3,4,5,3,2,4,5,4,4,1,4,3,3,5,2,5,#N/A,#N/A,It is hard to feel valued when we are underpaid and understaffed compared to other schools.,Cisgender Woman*,Yes,No,0,0,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,Bisexual,2,2,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,3,3,4,2,4,3,4,3,3,2,3,3,4,5,3,#N/A,#N/A,4,"Unavailability of labs due to my department's COVID restrictions. I commonly see faculty of Asian descent but never of my own, underrepresented ethnicity + gender (Southeast Asian, women).",Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,5th+ year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,5,#N/A,5,#N/A,Transgender,Yes,Yes,1,0,0,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,4,4,#N/A,4,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,TRUE,
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,#N/A,#N/A,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,1,3,2,2,2,4,3,2,1,3,3,2,2,5,2,1,#N/A,2,I feel like things would be different outside of the pandemic but the majority of my college experience has been virtual. There is next to no support and the professors focus too much on how to get back to normal by overloading us with work. Every person I have spoken to is struggling and the most that happens is MAYBE a 10 min discussion of mental health before class but no real action such as a reduction of the work load.,Cisgender Woman*,"It's complicated, I'd like to expand further",Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,TRUE,
